Total_Stops,Journey_day,Journey_month,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Duration_hours,Duration_mins,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_SpiceJet,Airline_Vistara,Airline_Vistara Premium economy,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi,Fare
0,24,6,13,15,14,45,1,30,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1965
2,1,6,10,55,19,15,8,20,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13013
1,12,6,14,5,19,50,5,45,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9899
1,27,5,10,0,19,0,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11924
1,12,6,17,0,23,25,6,25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8610
0,21,6,14,25,16,55,2,30,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5224
0,6,6,9,45,12,35,2,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4668
1,15,5,8,0,19,15,11,15,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,14533
1,1,4,18,5,23,30,5,25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6284
0,3,6,1,40,3,10,1,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2754
1,15,5,7,10,22,30,15,20,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,6513
1,24,5,21,10,4,40,7,30,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9663
1,27,5,18,15,19,0,24,45,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,16079
0,27,6,17,10,19,40,2,30,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3841
0,18,5,18,25,21,20,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4823
1,27,5,19,15,19,0,23,45,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,16079
1,12,6,20,30,20,25,23,55,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10203
0,15,6,6,25,7,55,1,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4049
1,27,5,12,50,21,0,8,10,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,7005
2,3,3,7,5,21,20,14,15,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,8291
1,12,6,7,35,23,30,15,55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5192
1,9,6,18,55,18,15,23,20,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10844
0,27,6,5,45,7,15,1,30,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2017
1,1,6,16,0,1,30,9,30,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,13377
1,1,4,18,55,4,40,9,45,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12681
0,15,6,14,40,17,50,3,10,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,6216
1,21,3,7,0,21,0,14,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,7618
1,18,5,21,10,9,20,12,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9663
0,6,6,9,45,12,0,2,15,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3597
2,6,3,9,40,23,45,14,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,22619
1,9,6,20,20,23,25,27,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8085
1,27,3,9,55,4,25,18,30,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6540
0,27,5,11,10,14,5,2,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4030
1,1,4,16,30,20,45,28,15,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12681
1,15,5,13,0,19,15,6,15,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8372
1,18,5,20,55,19,0,22,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12373
0,6,3,14,20,16,55,2,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5618
1,9,4,6,50,10,30,3,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5162
2,15,6,14,35,4,25,13,50,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13376
1,27,3,7,30,19,15,11,45,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,9100
1,27,6,20,40,9,25,12,45,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7480
1,9,5,20,20,9,5,12,45,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9187
1,12,6,19,45,19,0,23,15,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10262
2,12,6,5,30,19,0,13,30,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13014
0,1,5,6,25,7,55,1,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4392
0,21,6,9,0,11,25,2,25,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3873
2,9,5,18,45,19,15,24,30,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11942
1,24,5,7,30,21,0,13,30,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7006
2,18,5,6,50,7,40,24,50,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13591
1,6,5,21,10,9,20,12,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9663
0,6,4,6,0,8,45,2,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4544
2,6,5,16,45,8,55,16,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13227
0,9,6,8,20,11,20,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8016
0,27,3,9,0,11,30,2,30,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3815
2,18,3,6,45,11,10,28,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11234
1,9,5,18,5,23,30,5,25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6218
2,6,3,7,5,9,25,26,20,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9190
0,6,3,20,45,23,20,2,35,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4435
2,6,3,11,55,21,20,9,25,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6610
2,3,3,18,20,4,25,34,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,20747
2,21,3,12,0,7,40,19,40,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9706
0,15,3,15,0,16,25,1,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2050
0,1,6,2,35,4,5,1,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3175
1,18,5,7,5,19,0,11,55,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15554
1,9,5,11,30,19,15,7,45,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,14323
0,3,6,12,0,13,30,1,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2754
0,15,3,10,20,12,55,2,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4384
1,9,5,17,0,18,0,25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7341
0,27,6,5,55,8,35,2,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3625
1,21,5,20,20,18,50,22,30,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9345
0,3,3,13,55,15,25,1,30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6092
1,21,3,14,35,22,20,7,45,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,5999
1,27,4,6,50,16,10,9,20,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6442
1,9,3,19,0,1,35,6,35,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,13677
0,12,5,10,20,11,50,1,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5678
1,21,5,8,25,19,50,11,25,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14781
0,6,5,8,20,11,20,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4544
1,9,6,22,40,10,40,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11323
1,18,5,18,55,4,40,9,45,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13941
0,18,3,21,10,0,5,2,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11598
0,9,4,5,10,8,0,2,50,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4729
1,6,6,8,0,19,15,11,15,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,14848
1,1,6,7,30,19,0,11,30,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,11200
1,18,3,8,55,16,10,7,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12284
0,18,4,21,10,0,5,2,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5621
1,18,5,21,50,4,25,6,35,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12373
2,27,3,13,5,7,40,18,35,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8892
2,21,3,7,5,9,25,26,20,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7615
1,9,4,19,35,0,10,4,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4860
2,24,5,9,25,13,45,28,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12592
0,12,4,9,0,11,25,2,25,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3841
0,6,5,17,45,20,5,2,20,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3543
0,27,6,11,40,14,30,2,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3898
1,3,4,2,15,4,25,26,10,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5177
0,27,6,23,55,2,45,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3383
2,3,3,6,45,10,35,27,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12358
1,3,3,13,5,22,20,9,15,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,14153
1,27,4,7,35,12,10,4,35,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5073
1,18,5,12,50,1,30,12,40,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,7670
0,3,3,5,50,8,40,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7652
2,21,5,19,10,19,0,23,50,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15129
1,1,5,17,0,10,45,17,45,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9187
0,21,4,18,55,21,50,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4823
1,6,6,17,0,10,55,17,55,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10539
2,3,3,4,55,21,20,16,25,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8899
1,24,5,22,50,4,25,5,35,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,16079
0,21,6,19,35,21,5,1,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5678
1,3,3,6,55,13,20,6,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10924
0,15,4,7,10,10,5,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4823
2,24,6,5,30,4,25,22,55,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10368
1,6,3,14,10,22,25,8,15,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,13552
1,27,5,8,0,19,0,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,16289
0,18,4,13,0,15,50,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4990
0,9,6,8,20,10,35,2,15,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3543
1,27,5,10,35,1,30,14,55,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6104
1,27,5,19,15,4,25,9,10,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12898
0,24,4,17,10,19,40,2,30,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4174
1,6,6,17,0,14,25,21,25,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10539
2,9,6,12,55,19,15,30,20,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12436
0,12,6,19,30,22,15,2,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4878
0,15,3,20,0,22,55,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8855
1,21,5,6,50,12,10,5,20,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5530
1,24,6,15,15,1,30,10,15,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,5797
1,9,5,13,0,12,35,23,35,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12373
2,9,5,5,30,4,25,22,55,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13029
1,1,4,9,0,12,35,27,35,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5406
0,18,4,15,15,18,10,2,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7229
0,15,3,11,40,14,35,2,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6113
2,27,5,10,55,7,40,20,45,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13643
1,1,6,15,0,1,30,10,30,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6628
1,24,3,13,55,20,40,6,45,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11134
1,15,5,16,0,1,30,9,30,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7923
0,9,4,23,30,2,20,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4591
1,27,3,13,0,4,25,15,25,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12242
0,15,5,6,0,8,45,2,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4030
1,9,6,6,50,10,30,3,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6857
0,1,4,15,15,18,10,2,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7229
1,6,3,7,30,15,30,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,15147
1,24,3,16,25,0,5,7,40,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10198
1,18,5,11,50,17,35,5,45,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8781
1,27,5,6,0,19,0,13,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,11264
1,9,5,17,10,1,30,8,20,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8330
0,1,5,13,15,15,35,2,20,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3597
1,21,5,14,0,12,35,22,35,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12898
1,18,5,11,40,1,30,13,50,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,8405
0,12,5,18,55,21,50,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4823
2,12,6,16,40,19,15,26,35,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9443
1,21,3,7,35,12,0,4,25,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5073
0,12,6,7,45,10,40,2,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3419
1,24,6,9,45,22,30,12,45,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,9646
1,1,5,7,10,22,40,15,30,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8452
1,18,5,15,0,1,30,10,30,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,13727
1,15,5,9,25,18,30,9,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8891
1,1,6,18,15,12,35,18,20,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10262
0,12,4,15,30,18,5,2,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4174
1,9,6,15,0,1,30,10,30,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6316
0,9,4,19,55,22,25,2,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4107
0,15,6,11,10,14,5,2,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8016
1,3,3,8,25,15,30,7,5,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14871
0,3,6,23,55,2,45,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7120
1,6,6,9,35,22,5,12,30,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14151
0,27,6,7,45,10,40,2,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3419
2,3,6,9,35,12,35,27,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11507
1,24,5,20,0,18,15,22,15,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10844
0,1,6,4,40,7,15,2,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4804
1,27,5,20,55,12,35,15,40,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12898
1,12,3,21,0,19,25,22,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,10943
0,9,4,6,55,9,30,2,35,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3873
0,9,4,7,10,10,10,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4544
1,27,3,9,45,22,20,12,35,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,6601
1,9,5,6,30,12,0,5,30,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9663
1,21,5,6,30,19,50,13,20,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14781
1,1,3,5,45,11,25,5,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,79512
1,9,3,20,30,8,15,11,45,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8991
0,27,3,15,50,17,20,1,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2071
0,6,4,7,10,10,5,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4823
1,24,5,20,0,19,50,23,50,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10844
1,12,6,14,0,19,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14714
2,12,3,17,25,16,20,22,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12778
1,24,3,19,45,22,35,26,50,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10031
1,12,5,17,0,21,5,28,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10703
1,24,5,9,20,14,15,4,55,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9376
1,9,6,8,25,19,50,11,25,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10844
0,1,4,17,15,19,50,2,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4174
1,3,3,10,30,11,20,24,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11003
1,12,6,20,25,1,30,5,5,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5058
1,15,5,16,30,4,40,12,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14781
0,21,4,21,25,0,5,2,40,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4804
2,3,6,19,30,4,25,8,55,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10368
1,9,5,16,45,7,10,14,25,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7353
0,24,6,17,10,19,40,2,30,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3841
2,6,3,7,10,21,20,14,10,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,7731
1,21,5,18,55,8,15,13,20,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14388
1,21,5,23,30,4,35,5,5,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8745
0,21,3,22,45,0,10,1,25,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1759
1,1,5,21,10,10,5,12,55,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14781
1,18,5,8,35,22,30,13,55,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7144
1,15,5,17,0,22,5,29,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14151
0,24,3,19,40,22,20,2,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4563
1,27,6,7,5,12,35,5,30,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10262
0,9,4,18,55,22,0,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7229
2,18,5,12,0,21,50,9,50,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10151
1,15,6,6,40,21,0,14,20,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6093
0,3,3,9,35,12,20,2,45,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6565
0,9,6,5,35,8,50,3,15,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5601
1,15,6,7,15,12,30,5,15,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6582
0,15,5,17,45,20,45,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7229
2,15,6,13,20,7,40,18,20,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12121
1,3,3,11,30,18,50,7,20,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,15135
0,24,3,8,30,11,30,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7303
0,18,3,22,5,0,25,2,20,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5277
1,6,3,4,0,18,50,14,50,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,13399
0,9,4,15,50,18,45,2,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4544
1,27,6,11,25,21,0,9,35,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5894
1,1,4,9,35,19,10,9,35,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11467
2,12,6,22,0,19,15,21,15,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10231
0,9,3,0,40,3,25,2,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4545
1,3,3,10,45,15,30,4,45,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7725
0,12,6,17,10,19,40,2,30,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4174
2,27,6,9,40,19,0,9,20,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13014
0,1,5,19,35,21,55,2,20,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3597
1,21,3,8,55,21,0,12,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9845
1,1,4,15,10,20,30,5,20,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8567
0,27,5,18,5,21,10,3,5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6094
0,21,6,17,45,20,5,2,20,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,11982
0,9,3,21,20,22,45,1,25,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3838
1,21,3,10,0,1,35,15,35,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,8098
2,3,3,18,20,18,50,24,30,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,20747
2,15,6,12,15,12,35,24,20,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14300
1,9,6,20,0,20,45,24,45,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10844
0,12,6,22,5,0,25,2,20,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5277
0,6,5,10,20,11,50,1,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8040
2,1,5,10,0,13,45,27,45,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15164
0,15,6,20,45,23,20,2,35,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4145
0,15,4,14,40,17,50,3,10,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,6216
0,15,3,13,20,16,10,2,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7276
0,24,5,18,55,22,0,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6144
1,24,5,14,5,18,15,28,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10844
0,24,3,19,5,20,30,1,25,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2754
1,21,5,8,25,18,15,9,50,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10844
2,27,3,6,20,18,50,12,30,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11538
